policy_id,entry_type,correct_type,update_type,update_level,date_announced,date_start,date_end,country,init_country_level,type,type_sub_cat
6004618,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-13,2020-04-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6004618,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-13,2020-04-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
420563,new_entry,original,,,2020-03-14,2020-03-14,2020-05-15,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2292809,new_entry,original,,,2020-03-13,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2292809,new_entry,original,,,2020-03-13,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2292809,new_entry,original,,,2020-03-13,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1889974,new_entry,original,,,2020-03-15,2020-03-16,2020-03-20,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1889974,new_entry,original,,,2020-03-15,2020-03-16,2020-03-20,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1889974,new_entry,original,,,2020-03-15,2020-03-16,2020-03-20,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8664905,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8664905,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8664905,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8664905,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6154978,new_entry,original,,,2020-03-15,2020-03-16,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6154978,new_entry,original,,,2020-03-15,2020-03-16,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6154978,new_entry,original,,,2020-03-15,2020-03-16,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9389086,new_entry,original,,,2020-03-11,2020-03-16,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
9389086,new_entry,original,,,2020-03-11,2020-03-16,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9389086,new_entry,original,,,2020-03-11,2020-03-16,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9808966,new_entry,original,,,2020-03-12,2020-03-16,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9808966,new_entry,original,,,2020-03-12,2020-03-16,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4816796,new_entry,original,,,2020-03-13,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
4816796,new_entry,original,,,2020-03-13,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4816796,new_entry,original,,,2020-03-13,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6636889,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6636889,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6636889,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6636889,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Higher education (i.e. degree granting institutions)
7751659,new_entry,original,,,2020-03-13,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7751659,new_entry,original,,,2020-03-13,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7751659,new_entry,original,,,2020-03-13,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6369417,new_entry,original,,,2020-03-12,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6369417,new_entry,original,,,2020-03-12,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9955812,new_entry,original,,,2020-03-12,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
9955812,new_entry,original,,,2020-03-12,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9955812,new_entry,original,,,2020-03-12,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6342903,new_entry,original,,,2020-03-13,2020-03-16,2020-04-30,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6342903,new_entry,original,,,2020-03-13,2020-03-16,2020-04-30,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7728790,new_entry,original,,,2020-03-13,2020-03-16,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7728790,new_entry,original,,,2020-03-13,2020-03-16,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7728790,new_entry,original,,,2020-03-13,2020-03-16,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2967727,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2967727,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2967727,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2967727,new_entry,original,,,2020-03-15,2020-03-16,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5857816,new_entry,original,,,2020-03-16,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5857816,new_entry,original,,,2020-03-16,2020-03-16,2020-04-05,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1889974,update,original,,Strengthening,2020-03-15,2020-03-16,2020-03-20,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1889974,update,original,,Strengthening,2020-03-15,2020-03-16,2020-03-20,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1889974,update,original,,Strengthening,2020-03-15,2020-03-16,2020-03-20,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7728790,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-16,2020-05-22,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7728790,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-16,2020-05-22,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7728790,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-16,2020-05-22,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8816993,update,original,End of Policy,Strengthening,2020-03-13,2020-03-16,2020-08-17,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8816993,update,original,End of Policy,Strengthening,2020-03-13,2020-03-16,2020-08-17,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8816993,update,original,End of Policy,Strengthening,2020-03-13,2020-03-16,2020-08-17,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5857816,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-05-15,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5857816,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-05-15,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1116027,new_entry,original,,,2020-03-15,2020-03-17,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1116027,new_entry,original,,,2020-03-15,2020-03-17,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6193804,new_entry,original,,,2020-03-17,2020-03-17,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6193804,new_entry,original,,,2020-03-17,2020-03-17,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6193804,new_entry,original,,,2020-03-17,2020-03-17,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6193804,new_entry,original,,,2020-03-17,2020-03-17,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4559103,new_entry,original,,,2020-03-15,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4559103,new_entry,original,,,2020-03-15,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4112469,new_entry,original,,,2020-03-17,2020-03-17,2020-05-29,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4112469,new_entry,original,,,2020-03-17,2020-03-17,2020-05-29,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1334343,new_entry,original,,,2020-03-16,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1334343,new_entry,original,,,2020-03-16,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1334343,new_entry,original,,,2020-03-16,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1334343,new_entry,original,,,2020-03-16,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9808966,update,original,,,2020-03-17,2020-03-17,2020-04-28,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9808966,update,original,,,2020-03-17,2020-03-17,2020-04-28,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7313878,update,original,,,2020-03-17,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7313878,update,original,,,2020-03-17,2020-03-17,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6895985,new_entry,original,,,2020-03-16,2020-03-18,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6895985,new_entry,original,,,2020-03-16,2020-03-18,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6895985,new_entry,original,,,2020-03-16,2020-03-18,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9514419,new_entry,original,,,2020-03-16,2020-03-18,2020-04-01,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9514419,new_entry,original,,,2020-03-16,2020-03-18,2020-04-01,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7313878,new_entry,original,,,2020-03-13,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7313878,new_entry,original,,,2020-03-13,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4967073,new_entry,original,,,2020-03-18,2020-03-18,2020-05-14,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5551671,new_entry,original,,,2020-03-15,2020-03-18,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5551671,new_entry,original,,,2020-03-15,2020-03-18,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7218892,new_entry,original,,,2020-03-15,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7218892,new_entry,original,,,2020-03-15,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7218892,new_entry,original,,,2020-03-15,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6525639,new_entry,original,,,2020-03-13,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6525639,new_entry,original,,,2020-03-13,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6525639,new_entry,original,,,2020-03-13,2020-03-18,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9808966,update,original,,,2020-03-18,2020-03-18,2020-04-28,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4273962,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-18,2020-04-24,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4273962,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-18,2020-04-24,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4273962,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-18,2020-04-24,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
978293,update,original,End of Policy,,2020-03-16,2020-03-18,2020-07-01,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
978293,update,original,End of Policy,,2020-03-16,2020-03-18,2020-07-01,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
978293,update,original,End of Policy,,2020-03-16,2020-03-18,2020-07-01,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
978293,update,original,End of Policy,,2020-03-16,2020-03-18,2020-07-01,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8722169,new_entry,original,,,2020-03-19,2020-03-19,2020-05-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8722169,new_entry,original,,,2020-03-19,2020-03-19,2020-05-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8722169,new_entry,original,,,2020-03-19,2020-03-19,2020-05-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8722169,new_entry,original,,,2020-03-19,2020-03-19,2020-05-06,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6012860,new_entry,original,,,2020-03-19,2020-03-19,2020-04-13,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6012860,new_entry,original,,,2020-03-19,2020-03-19,2020-04-13,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6555119,new_entry,original,,,2020-03-19,2020-03-19,2020-04-13,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
472399,new_entry,original,,,2020-03-19,2020-03-19,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
472399,new_entry,original,,,2020-03-19,2020-03-19,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8252688,update,original,End of Policy,,2020-03-19,2020-03-19,2020-05-12,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7015344,new_entry,original,,,2020-03-20,2020-03-20,2020-04-16,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7015344,new_entry,original,,,2020-03-20,2020-03-20,2020-04-16,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7015344,new_entry,original,,,2020-03-20,2020-03-20,2020-04-16,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2440686,new_entry,original,,,2020-03-20,2020-03-20,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2440686,new_entry,original,,,2020-03-20,2020-03-20,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2440686,new_entry,original,,,2020-03-20,2020-03-20,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2440686,new_entry,original,,,2020-03-20,2020-03-20,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7545779,new_entry,original,,,2020-03-16,2020-03-20,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7545779,new_entry,original,,,2020-03-16,2020-03-20,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7545779,new_entry,original,,,2020-03-16,2020-03-20,2020-03-31,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8664905,update,original,,,2020-03-20,2020-03-20,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8664905,update,original,,,2020-03-20,2020-03-20,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8664905,update,original,,,2020-03-20,2020-03-20,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8664905,update,original,,,2020-03-20,2020-03-20,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
7313878,update,original,,Strengthening,2020-03-20,2020-03-20,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7313878,update,original,,Strengthening,2020-03-20,2020-03-20,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8896743,update,original,Change of Policy,Strengthening,2020-03-17,2020-03-20,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8896743,update,original,Change of Policy,Strengthening,2020-03-17,2020-03-20,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7425939,new_entry,original,,,2020-03-19,2020-03-21,2020-04-28,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8681512,new_entry,original,,,2020-03-20,2020-03-21,2020-04-07,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
4322138,new_entry,original,,,2020-03-19,2020-03-23,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4322138,new_entry,original,,,2020-03-19,2020-03-23,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4314120,new_entry,original,,,2020-03-18,2020-03-23,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
4314120,new_entry,original,,,2020-03-18,2020-03-23,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4314120,new_entry,original,,,2020-03-18,2020-03-23,2020-04-03,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9018443,new_entry,original,,,2020-03-18,2020-03-23,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
9018443,new_entry,original,,,2020-03-18,2020-03-23,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9018443,new_entry,original,,,2020-03-18,2020-03-23,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9018443,new_entry,original,,,2020-03-18,2020-03-23,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8258031,new_entry,original,,,2020-03-16,2020-03-23,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8258031,new_entry,original,,,2020-03-16,2020-03-23,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8258031,new_entry,original,,,2020-03-16,2020-03-23,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8258031,new_entry,original,,,2020-03-16,2020-03-23,2020-03-27,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9808966,update,original,,,2020-03-23,2020-03-23,2020-04-28,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7751659,update,original,,Strengthening,2020-03-23,2020-03-23,2020-06-12,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7751659,update,original,,Strengthening,2020-03-23,2020-03-23,2020-06-12,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7751659,update,original,,Strengthening,2020-03-23,2020-03-23,2020-06-12,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7545779,update,original,,Strengthening,2020-03-24,2020-03-24,2020-04-24,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7545779,update,original,,Strengthening,2020-03-24,2020-03-24,2020-04-24,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7545779,update,original,,Strengthening,2020-03-24,2020-03-24,2020-04-24,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2967727,update,original,Change of Policy,Strengthening,2020-03-24,2020-03-24,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2967727,update,original,Change of Policy,Strengthening,2020-03-24,2020-03-24,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2967727,update,original,Change of Policy,Strengthening,2020-03-24,2020-03-24,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2967727,update,original,Change of Policy,Strengthening,2020-03-24,2020-03-24,2020-04-10,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8896743,update,original,Change of Policy,Both Strengthening and Relaxing,2020-03-24,2020-03-24,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8896743,update,original,Change of Policy,Both Strengthening and Relaxing,2020-03-24,2020-03-24,2020-05-01,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4559103,update,original,,Strengthening,2020-03-25,2020-03-25,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4559103,update,original,,Strengthening,2020-03-25,2020-03-25,2020-05-04,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7218892,update,original,,Strengthening,2020-03-26,2020-03-26,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7218892,update,original,,Strengthening,2020-03-26,2020-03-26,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7218892,update,original,,Strengthening,2020-03-26,2020-03-26,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6029260,new_entry,original,,,2020-03-27,2020-03-27,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6029260,new_entry,original,,,2020-03-27,2020-03-27,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6029260,new_entry,original,,,2020-03-27,2020-03-27,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6029260,new_entry,original,,,2020-03-27,2020-03-27,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2567946,new_entry,original,,,2020-03-27,2020-03-27,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2567946,new_entry,original,,,2020-03-27,2020-03-27,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2567946,new_entry,original,,,2020-03-27,2020-03-27,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2567946,new_entry,original,,,2020-03-27,2020-03-27,2020-04-20,United States of America,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9389086,update,original,,,2020-03-27,2020-03-27,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
9389086,update,original,,,2020-03-27,2020-03-27,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
9389086,update,original,,,2020-03-27,2020-03-27,2020-04-06,United States of America,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2440686,update,original,,,2020-03-27,2020-03-27,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2440686,update,original,,,2020-03-27,2020-03-27,2020-04-17,United States of America,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
