Source,,RecordedDate,Duration (in seconds),cf_insight1,cf_insight1_Justify,cf_insight_1_Timer_Page Submit,cf_insight2,cf_insight2_Justify,cf_insight2 Timer_Page Submit,cf_insight3,cf_insight3_Justify,cf_insight3 Timer_Page Submit,cf_Justification,st_insight1,st_insight1_Justify,st_insight_1_Timer_Page Submit,st_insight2,st_insight2_Justify,st_insight2 Timer_Page Submit,st_insight3,st_insight3_Justify,st_insight3 Timer_Page Submit,st_Justification,ss_insight1,ss_insight1_Justify,ss_insight_1_Timer_Page Submit,ss_insight2,ss_insight2_Justify,ss_insight2 Timer_Page Submit,ss_insight3,ss_insight3_Justify,ss_insight3 Timer_Page Submit,ss_Justification,Dataset,MSP,completionID,PROLIFIC_PID
Prolific,Yes,3/17/2022 16:01:23,2314,Strongly disagree,,40.638,Strongly disagree,,13.845,Strongly disagree,,18.94,"Activities (e.g. camping) are not mentioned; and even if they were the only way the number is split does not match any of the ""facts"".  It is unclear what if anything it does illustrate.",Disagree,,131.075,Disagree,,102.976,Disagree,,243.307,"If I am trying to confirm the numbers there should either be: those exact numbers somewhere in the image, which I can determine (by labeling or reasoning) correspond to the relevant activity; or the relevant activities/criteria of the fact should be clearly labeled in a way that would make it obvious which numbers to add or subtract (of the numbers in the image) in order to confirm the fact. Neither is the case here. If it is possible to confirm the facts given, the image obscures rather than illustrates this.",Disagree,,233.695,Disagree,,96.214,Disagree,,64.912,"I took it that the lines added up to all 100 cars and that each track a certain set of cars. If that's the case, then I would assume that the individual cars listed for various activities wouldn't overlap between lines. I assumed the total number camping would either be the number ""lost"" at a camping spot or the number ""camping"" on each line. Either way I couldn't get the numbers to add up to the fact stated. The image doesn't make it easy to interpret how one should use the data it provides. ",4,1,873032,5dd37d08c6588f38120fb465
Prolific,Yes,3/18/2022 0:27:49,523,Strongly disagree,,13.855,Strongly disagree,,13.959,Strongly disagree,,12.118,This graphic just shows 94 cars entrance to entrance.  And then 6 with no notation about what they did.,Strongly disagree,,42.665,Strongly disagree,,59.738,Disagree,,30.549,There weren't approximately 14 cars that fit this description they were mostly bigger groups.,Disagree,,33.533,Strongly agree,,54.109,Agree,,26.694,THere were 18 cars that it showed going to camping.  This is fairly close to 14 if you are talking about 100 cars.,4,1,794252,5f2e00fa9832d716737ae694
Acquintance,Yes,3/8/2022 19:15:12,4700,Strongly disagree,Totally wrong image,121.694,Strongly disagree,Image is not showing the fact clearly,215.472,Strongly disagree,Image is not explaining the fact clearly,52.328,,Strongly disagree,It is totally showing a wrong calculation and not in a proper way.,384.955,Strongly disagree,It contradicts the fact information,394.919,Neither agree nor disagree,This image is confusing,342.928,,Agree,Almost showing the fact ,354.001,Neither agree nor disagree,Somewhat explaining and in some point not clear,134.167,Neither agree nor disagree,Not much clear,95.962,,4,1,283376,6
Prolific,Yes,3/18/2022 18:08:43,592,Disagree,,43.889,Disagree,,69.298,Disagree,,11.573,Very vague with little to no information presented,Somewhat disagree,,43.453,Strongly agree,,13.005,Somewhat agree,,12.385,Sort of difficult to understand because of the missing points of interest-ranger and camping sites. This sort of misinterprets the data and statistics.,Strongly agree,,48.314,Strongly agree,,23.514,Strongly agree,,30.249,"Image is easy to read with its flowchart on the cars going through various points, and shows the corresponding numbers at each of those.",4,2,291737,62029b1eef1cb18a1337c797
Prolific,Yes,3/21/2022 9:29:56,549,Somewhat agree,,11.974,Somewhat agree,,12.029,Neither agree nor disagree,,20.223,it is possible that the cars passed through and that some are ranger cars and some are campers but the graph is not a help,Disagree,,87.967,Neither agree nor disagree,,55.339,Neither agree nor disagree,,18.417,the image is understandable but to draw conclusions on what type of vehicles are passing through is vague,Disagree,,55.012,Disagree,,18.993,Disagree,,16.127,the data does not indicate the facts,4,2,139626,60ea33a0aa4adc67c2299f20
Prolific,Yes,3/26/2022 17:08:10,439,Strongly disagree,,24.743,Strongly disagree,,14.007,Strongly disagree,,11.023,"None of the activities in the fact were shown in the image, and the numbers in the fact did not match the ones in the image.",Disagree,,14.496,Strongly disagree,,20.791,Disagree,,10.886,The image is easier to understand. The activities in the facts were not shown in the image. ,Disagree,,67.501,Somewhat agree,,61.996,Agree,,33.784,The image is difficult to understand. It seems to be showing a timeline of cars but I dont understand why the number drops off down the diagram.,4,2,817913,6110e48623d76c1abbb54e79
Acquintance,Yes,3/9/2022 13:56:12,1554,Disagree,Not enough information is visually available to verify the asked quantity.,105.317,Disagree,Not enough information is visually available to verify the asked quantity.,50.567,Disagree,Not enough information is visually available to verify the asked quantity.,33.703,,Somewhat agree,I believe it is verifiable.,80.239,Somewhat disagree,Couldn't verify---I might be misinterpreting some paths in the visualization.,132.087,Somewhat disagree,Couldn't infer the relevant 'campsite' quantity.,120.267,,Somewhat agree,"17 cars pass through the without any kind of activities; some other cars don't do any activity either, but I believe they don't ""pass through"" the preserve.",318.042,Disagree,It's tough to aggregate this information from the different vertical bars easily.,144.197,Agree,Can be confirmed from the the 7th bar from left.,113.266,,4,2,352685,6
Acquintance,Yes,3/9/2022 17:29:26,16929,Disagree,not a clear idea in the visualization,38.681,Disagree,not understandable from the image,56.277,Disagree,cannot confirm from the image,19.928,,Agree,"(37+2) to the entrance again. 21 goes back to general gate. So, the rest might be pass-throughs.",344.013,Somewhat disagree,difficult to find out both 68 cars and 5 cars,1506.421,Somewhat disagree,I can't find 14 cars easily.,3334.281,,Agree,(9+8)=17 from 1st and last sequence,313.645,Strongly agree,(11+10+6+17+5+14+5)=68 cars,436.098,Somewhat agree,"14 can be seen in camping in 7th sequence, but there are 5 too in 8th sequence",238.959,,4,2,749151,5
Acquintance,Yes,3/20/2022 2:48:48,1004,Agree,,20.594,Strongly agree,,11.888,Neither agree nor disagree,,12.964,I think there are some insuffucient information. So i give nether agree or disagree,Somewhat disagree,,243.698,Somewhat agree,,11.033,Agree,,10.698,This was a good visualization and i could understand the representations,Somewhat disagree,,40.359,Somewhat agree,,12.015,Somewhat disagree,,11.205,In the first two i have understood the scenario but in the last one i did not get it. ,4,2,585283,3
Prolific,Yes,4/1/2022 18:43:41,523,Strongly disagree,,25.936,Strongly disagree,,32.685,Strongly disagree,,11.331,This image does not really show much of anything. It only shows an entrance with 94 and a 6 further down. None of the data included any of these numbers and nothing is marked on the image besides the entrance. so there is no way to tell what anything else is. , ,,33.05,Disagree,,32.4,Strongly disagree,,18.478,None of the numbers match up. It isnt easy to visualize the numbers if you have to do the math at each stop to see how many have gone where. ,Somewhat disagree,,35.159,Disagree,,18.235,Somewhat agree,,17.466,The way the numbers are laid out don't really corollate to the information that well. You have to look at each one individually and there is too much interpretation involved. ,4,3,861520,5ffb8c5b60571908f3ac19fa
Prolific,Yes,4/7/2022 17:55:37,805,Strongly disagree,,13.937,Strongly disagree,,11.598,Strongly disagree,,16.444,There's even less information in this image than the first one. All we know is that 94 people went to the entrance of the park twice. I guess the other 6 are still there? There's no information listed here that could help me answer the questions y'all were asking. ,Strongly disagree,,47.788,Strongly disagree,,56.915,Strongly disagree,,38.925,"There is no information on this image other than the location of general gates. I don't know where the rangers are or where the campsites are, so I have no idea how many people went there. Plus it doesn't show people going off to do things other than pass through the general gate (which would be represented by an unlabeled blue line that terminates after a few dozen pixels) so it's a bit harder to identify the amount of people who leave after each general gate. ",Strongly agree,,53.523,Disagree,,74.245,Agree,,43.556,This is an absolute mess. The text is tiny and I'm trying my hardest to scan through to see if the long lines have any ranger stops in them. It's impossible to easily identify which group(s)s of people did & didn't do something. ,4,3,334343,5ed6b2dd7478e0122030e7ff
Prolific,Yes,4/8/2022 14:34:39,1308,Disagree,,30.087,Disagree,,29.291,Disagree,,36.276,This image is incomprehensible.,Disagree,,104.264,Disagree,,55.641,Disagree,,60.813,No details are displayed except the general gates; I don't understand how the conclusion could be reached without a further breakdown.,Agree,,168.911,Disagree,,262.29,Disagree,,86.445,I count 18 cars going to campsites without stopping: 13 in group 4 and 5 in group 6.,4,3,272497,60cba33aa66d767b09f8e9e9
Acquintance,Yes,3/20/2022 23:25:42,1540,Strongly disagree,,141.687,Neither agree nor disagree,,233.186,Neither agree nor disagree,,18.995,The activities are not clear and there is not enough information that can be matched with the image. That's why I could not give proper answer.,Strongly disagree,,51.137,Strongly disagree,,11.372,Strongly disagree,,10.877,Not enough info in the image,Agree,,96.557,Strongly disagree,,203.906,Strongly disagree,,72.315,The information in the image doesn't match with the fact and the image was understandable but it could be made more easy,4,3,605587,6
Acquintance,Yes,3/20/2022 23:26:44,1639,Neither agree nor disagree,,11.546,Neither agree nor disagree,,11.154,Neither agree nor disagree,,13.211,Not enough information on the image,Neither agree nor disagree,,56.949,Neither agree nor disagree,,11.274,Neither agree nor disagree,,10.899,Not enough information on the image,Strongly agree,,560.16,Disagree,,203.751,Strongly disagree,,72.507,The activities description did not match with some of the activities.,4,3,130325,6
MTurk,Yes,3/11/2022 12:49:03,3215,Disagree,,57.277,Disagree,,12.105,Disagree,,14.827,Image is difficult to understand the activities in the fact are not shown in the image,Disagree,,16.995,Disagree,,11.774,Disagree,,13.409,Image is difficult to understand the activities in the fact are not shown in the image,Disagree,,23.157,Disagree,,13.38,Agree,,18.826,The image is easy to understand the activities in the fact,4,3,597446,4
Prolific,Yes,3/29/2022 22:26:46,997,Disagree,,37.987,Strongly disagree,,31.212,Strongly disagree,,12.216,curved line should be more distinguished to make it easier to read ,Neither agree nor disagree,,392.221,Neither agree nor disagree,,69.905,Neither agree nor disagree,,12.29,the words and numbers are really close together and gets confusing as to which belongs to which,Somewhat agree,,26.418,Agree,,11.087,Agree,,23.148,"image is fairly easy to read, information is separated and easy to find what you need to read",4,4,989677,60fe2fed581d95673bd181af
Prolific,Yes,4/4/2022 11:35:27,796,Strongly disagree,,57.953,Strongly disagree,,24.793,Strongly disagree,,11.956,"All I  know is that 94 cars entered and left, and 6 just drove by the whole thing.  Given those are the only two numbers I have, I can't say anything about any other number.  Super easy to understand, but pretty much no actual information.",Strongly disagree,,38.802,Strongly disagree,,16.198,Strongly disagree,,10.814,"All I have is info about entrances and general gates, so I don't know who did or did not go by any sort of stop or campsite.  As far as I know it's zero.  Any time I don't have a number that matches the one asked about, I can't say.  ",Strongly agree,,100.827,Somewhat disagree,,132.637,Strongly agree,,43.295,"There are minimums based on the fact given - ie, if there are 7 cars that went to a campsite and there are no ranger-stops, then it's true that 7 are definitely campers.  But it's a weird way to present information because I get lost about who was doing what and why some numbers don't seem to add up - like who left when on the rightmost?  ",4,4,523993,55ad1d55fdf99b4c8f9941d4
Prolific,Yes,4/9/2022 20:00:46,905,Disagree,,32.928,Strongly disagree,,33.092,Strongly disagree,,15.177,"Well, the activities described in the facts are not reflected in the image at all. The images show a simple graph depicting two entrances. Then there is a curved path with a ""6"" which has no description in the factual text.",Disagree,,48.607,Disagree,,11.714,Disagree,,18.807,"Again, there is no way to discern which cars are campers and which are rangers. The numbers given between points do not align with the facts.",Disagree,,88.216,Neither agree nor disagree,,74.054,Disagree,,42.103,"This image is very confusing to me. While it provides more data than the previous sets, it's not really clear from the image what type of vehicle is driving through. is it a camper or a ranger? Who knows.",4,4,113898,5ea74bccac99141164dfceeb
Prolific,Yes,4/11/2022 19:55:34,423,Disagree,,28.325,Disagree,,30.936,Disagree,,10.914,the chart only shows 94 cars entering the 6 cars do not correspond to any of these groups ,Disagree,,53.451,Disagree,,10.762,Disagree,,12.351,you cannot tell which cars stopped and which go though ,Somewhat agree,,24.064,Somewhat agree,,11.212,Somewhat agree,,10.726,this image has a lot more information and you can see cars that did not stop any where ,4,4,204735,5ee00ba7431cdf357dca02ab
Prolific,Yes,4/12/2022 8:50:51,1099,Strongly disagree,,60.258,Disagree,,50.715,Strongly disagree,,23.856,The image shows the entrance and 94 people passing through and 6 people bypassing the entrance.  None of the scenarios gave this information in their context.,Strongly disagree,,63.647,Strongly disagree,,26.787,Strongly disagree,,12.665,The image given shows cars passing thru entances and general gates.  In all of the given facts none can be confirmed by the image shown.,Disagree,,60.076,Disagree,,197.558,Disagree,,70.539,The various given facts cannot be confirmed in the given image.  The activities are not shown or the numbers do not support the facts.,4,4,599503,6234afc11b0f28d2f618991c
Acquintance,Yes,3/24/2022 0:18:53,4266,Disagree,,23.277,Disagree,,18.412,Disagree,,12.841,"The right sequence next to the vertical sequence is difficult to understand.Where does it start?What places does it pass through?Sorry,I just have no idea.",Disagree,,88.222,Somewhat disagree,,46.447,Disagree,,70.156,"In my view,the image is kind of difficult to understand.The activities in the fact are not shown in the image.",Somewhat agree,,15.897,Agree,,17.289,Agree,,1747.29,"Compared with the two images given above,this image is more easy to understand.Its has enough details to check the imformation.",4,4,755597,6
Prolific,Yes,4/1/2022 15:19:14,208,Strongly disagree,,16.259,Strongly disagree,,10.861,Strongly disagree,,10.986,"It appears like 94 vehicles came in and left through an entrance, and 6 cars did not.",Strongly disagree,,11.497,Strongly disagree,,11.04,Strongly disagree,,10.88,This diagram does not describe any of the statements given,Strongly disagree,,16.03,Neither agree nor disagree,,15.56,Neither agree nor disagree,,11.612,This diagram is too confusing for me to make sense of it.,4,5,100046,5eebc46343ee1b16159a1c8e
Prolific,Yes,4/1/2022 15:33:57,1084,Strongly disagree,,45.322,Strongly disagree,,24.318,Strongly disagree,,15.305,"The activities I had to answer for were simply not shown anywhere in the image, making it impossible to answer.",Strongly disagree,,82.638,Strongly disagree,,20.839,Strongly disagree,,19.771,"The question was about the number of dedicated campers who traveled to camp sites and avoided any ranger spots. The most important value would be the number of vehicles that stopped at a camper site, and that activity is absent in this image.",Strongly agree,,101.581,Disagree,,78.661,Strongly agree,,47.049,"Some of the data is easily verifiable, like the number of people who went through the reserve without stopping anywhere (the column stating ""entrance"" and ""entrance"", meaning the car just drove through the main path, and the column listing entrance, general gates, and entrance again, which tells me those cars did access some public gates but didn't stop anywhere else).  Other data was demonstrably false, like the number of vehicles that went through a ranger gate (I have to look for the number of cars that went through ""gate,"" and add them). For the most part, the information is not too hard to follow, but repeating values on the image make things confusing at times.",4,5,107112,5f8cbc5c355ea745e6cef2ca
Prolific,Yes,4/1/2022 15:34:49,1003,Strongly disagree,,23.039,Strongly disagree,,22.301,Strongly disagree,,20.07,"None of the activities from the fact were mentioned in the graph. It shows only entrance to entrance, not any in between activities.",Strongly disagree,,65.863,Strongly disagree,,38.526,Strongly disagree,,26.597,The activities mentioned in the fact were not mentioned on the graph.,Strongly agree,,40.99,Strongly disagree,,242.311,Strongly agree,,52.568,The numbers stated in the first fact don't match the numbers from the image. There are 5 rangers who access the gate not useable by others. 50 vehicles drive through ranger stops According to the graph. It is confirmable though that 14 cars are used for camping and don't pass through any ranger bases or stops.,4,5,449611,6089714497c6a46ebdf12234
Prolific,Yes,4/5/2022 17:44:10,385,Disagree,,11.488,Agree,,16.513,Disagree,,13.722,Because all this says is 94  - that's clearly a majority out of 100. As far as the 6 on the line - we don't know where they are going. ,Disagree,,14.174,Disagree,,21.571,Disagree,,11.782,There is no way to tell here what 14 cars went camping and went through the gate. ,Agree,,77.022,Disagree,,35.22,Agree,,11.412,Because on the far right it says camping - next to that is 14.  This was fairly clear once I saw the 14.,4,5,395991,5e2b74daae56b71b9d24d89b
Acquintance,Yes,3/15/2022 20:52:53,2859,Strongly disagree,,17.021,Strongly disagree,,10.786,Strongly disagree,,11.318,The fact are not shown in the image,Strongly disagree,,417.677,Disagree,,159.559,Neither agree nor disagree,,71.533,The activities are not shown in the image,Strongly agree,,81.373,Strongly agree,,179.849,Strongly agree,,54.764,The image is easy to interpret,4,5,502455,6
Prolific,Yes,3/17/2022 21:02:47,335,Somewhat disagree,,34.757,Somewhat agree,,22.405,Neither agree nor disagree,,14.249,"i just looked and counted for some of the questions, but for the assistant question i chose neither because there is no information ab assistants anywhere?",Agree,,21.103,Neither agree nor disagree,,11.49,Agree,,17.789,this was a little harder to understand but all my reasons are the same as the previous ones,Somewhat agree,,23.834,Agree,,12.756,Agree,,11.681,"i counted, and this chart included assistant professors so i agreed",5,0,277660,6111457269336cf7c25383de
Prolific,Yes,3/17/2022 21:07:19,467,Strongly disagree,,16.924,Strongly agree,,34.939,Strongly disagree,,11.473,"AGAIN THE FIRST ACTIVITIES WERE NOT SHOWN, IT LOOKS LIKE 8 PEOPLE DID NOT DO WITHER, THEN THE THIRD THERE ARE NO ASST PROFESSOR TITLES ON IT",Strongly disagree,,48.051,Strongly disagree,,29.987,Strongly disagree,,48.653,"SOME OF THE ACTIVITIES WERE NOT SHOWN, SOME OF THE NUMBERS WERE WRONG, BUT OVERALL IT IS NOT TOALLY STRAIGHTFORWARD",Strongly disagree,,18.475,Strongly disagree,,48.467,Strongly disagree,,13.176,"THIS WAS THE CLEAREST, NOT INCLUDED, WRONG DATA AND WRONG DATA",5,0,394445,6100cd2dc65cbf72a4b649bf
Prolific,Yes,3/30/2022 13:44:27,404,Disagree,,15.554,Disagree,,14.843,Somewhat agree,,10.956,"This image is easier to understand, but there are some missing activities that make interpreting the validity of facts much harder",Neither agree nor disagree,,33.37,Disagree,,28.348,Disagree,,19.569,The image is slightly easier to understand and activities are more clearly represented.,Disagree,,29.19,Somewhat disagree,,29.879,Disagree,,12.821,"I don't think the information given shows the facts mentioned, but this might also be user error (misunderstanding the type of graph shown).",5,0,563177,5f7a0bc4853bd46503a27113
Prolific,Yes,4/5/2022 20:21:55,477,Agree,,55.481,Disagree,,39.894,Strongly disagree,,20.232,"I can easily believe facts that are explicitly listed on the graph, but if a fact has no mention anywhere, I cannot say if it's true or not.",Somewhat agree,,26.79,Strongly disagree,,10.844,Agree,,18.015,"There was a lot more info to wade through to find the answers, but almost all of them could be determined based on this graph.",Agree,,25.048,Strongly disagree,,16.461,Agree,,10.911,"It was fairly easy to glean the info asked - except the one about 8 who never published or conference - it's like proving a negative that can't be done using this graph (or any of them, so far).",5,0,325690,60b91e7f81b40fd08d67baaa
Acquintance,Yes,3/18/2022 18:03:48,2487,Strongly agree,,25.194,Disagree,,159.101,Disagree,,28.837,The lines are a bit distorted. I can't follow the lines to find the numbers mentioned in the fact.,Agree,,42.789,Agree,,52.937,Strongly agree,,53.371,"The divisions of the milestones are clearly defined here. I can see which milestone was completed after what for how many people. However, because of using a broader image with branches, the lines are a bit overlapped in my browser. That made it a bit difficult to follow the line. But after I got the line, it was easy to answer the question..",Somewhat agree,,410.106,Disagree,,133.617,Disagree,,117.182,"The image is easy to understand for getting an aggregated view of the dataset. However, it's not ideal for getting information for individual professors. For example, in the right sequence, I know that 19 people completed their PhD. I know that 19 people became Assistant Professors. I don't know if these 19 people are the same as the ones completing PhD. So, there might be some people who started as AP before completing PhD, but there's no way to tell how many. ",5,0,774065,5
Prolific,Yes,3/17/2022 15:34:58,454,Disagree,,64.481,Agree,,41.796,Disagree,,11.727,The image is quite clear about academic career and their academic activities. It only shows the journals and conferences they attend after being a professor. ,Somewhat agree,,22.126,Somewhat disagree,,17.735,Disagree,,11.547,that image was a little complicated. I did not understand it well.,Agree,,30.512,Disagree,,37.23,Agree,,19.923,it is easy to understand.,5,1,395949,5fd80a7f7100cd12eb473a9f
Prolific,Yes,3/18/2022 7:11:17,589,Somewhat disagree,,16.232,Somewhat disagree,,12.027,Strongly disagree,,63.279,The data is hard to understand and does not show info for some of the questions asked,Neither agree nor disagree,,23.82,Neither agree nor disagree,,25.003,Strongly disagree,,14.827,"The data was hard to understand, and does not even show some of the things that the questions were about.",Somewhat agree,,92.036,Strongly disagree,,70.476,Neither agree nor disagree,,35.378,"In the first path, I see some people became assistant professors. It does not say whether or not they defended a phd after become an assistant professor, but it does not show that they were an assisntant professor before defended their PhD. So it is possible they might have defended a PhD after becoming an assistant professor, but it is just not shown on their path because it didn't happen yet",5,1,950815,60b9689dc626572895cb801b
Prolific,Yes,3/21/2022 11:21:55,496,Somewhat agree,,11.124,Agree,,17.161,Strongly disagree,,22.201,Assistant Professor not shown in chart.,Agree,,26.343,Disagree,,24.833,Strongly agree,,13.195,"Image is fairly easy to understand, though some abbreviations are undefined.",Somewhat agree,,22.996,Disagree,,22.825,Disagree,,25.221,These charts are a bit more difficult to understand.,5,1,738856,60e9f3c94d3064d5939a186e
Acquintance,Yes,3/8/2022 21:24:49,783,Agree,the image shows it,119.24,Agree,the figure confirms it,50.313,Disagree,I don't think so,31.758,,Agree,image shows it,19.295,Disagree,image doesn't show it,30.788,Disagree,image doesn't show it,15.489,,Agree,image shows it,47.827,Agree,image shows it,23.503,Agree,image shows it,11.214,,5,1,496129,4
Acquintance,Yes,3/19/2022 5:43:42,2429,Agree,,37.178,Agree,,48.508,Disagree,,46.385,last activity is not shown in the image,Agree,,269.51,Disagree,,140.237,Strongly disagree,,66.451,Some activities in the fact are not shown in the image,Agree,,99.288,Strongly disagree,,74.161,Agree,,24.301,The image is easy to understand,5,1,698245,5
Prolific,Yes,3/18/2022 18:19:59,360,Disagree,,60.941,Somewhat agree,,35.121,Strongly disagree,,11.374,The activities in the fact weren't shown on the image. ,Somewhat agree,,13.796,Strongly disagree,,11.261,Strongly disagree,,14.014,The activities in the fact were not shown in the image. ,Strongly disagree,,22.033,Strongly disagree,,46.739,Strongly disagree,,12.703,The image was difficult to understand and I didn't think that some activities were shown in the image. ,5,2,813543,61026cadb23cf6dca7e0c12e
Prolific,Yes,3/28/2022 21:45:06,419,Agree,,52.445,Disagree,,24.808,Strongly disagree,,20.928,"I didnt see anything listed as a Phd on the graph so I put disagree.  The graphs are not easy to read in my opinion, they are not intuitive.  Because of the long line before the journal entry, thats why I assumed it was later in the career that the publications were reached.",Agree,,13.104,Disagree,,13.583,Disagree,,11.914,I could not locate the information about assistants on this graph.  ,Agree,,26.969,Disagree,,28.616,Agree,,16.083,I think these graphs are a little easier to read.,5,2,143147,60fe3f623a905f955c654cb5
Prolific,Yes,3/31/2022 23:07:02,1391,Neither agree nor disagree,,252.68,Somewhat disagree,,28.839,Somewhat agree,,26.677,It's shown that a few people are some kind of professor before getting their degree,Somewhat agree,,324.144,Disagree,,11.376,Disagree,,12.928,This image is a bit more vague than the last image and excludes some details,Agree,,52.327,Disagree,,65.708,Somewhat disagree,,26.786,These images give a better view and understanding of the pathways different professors took. It's clear that everything is labeled and in a timeline sort of view.,5,2,167528,60fd55f559e7795b518f7438
Prolific,Yes,4/4/2022 20:06:54,951,Disagree,,23.061,Disagree,,87.224,Disagree,,99.285,the image doesn't show any assistant professor position.,Strongly agree,,81.673,Disagree,,31.284,Somewhat disagree,,79.046,I cannot tell that there is any Assistant Professor position on the image.,Somewhat agree,,87.099,Disagree,,77.334,Agree,,44.415,In the 2nd column from left there is nothing about defending PhD before becoming professor.,5,2,138634,622e97262adc38e0cb0d670a
Acquintance,Yes,3/20/2022 3:25:12,701,Strongly agree,,38.878,Strongly agree,,28.468,Strongly agree,,11.564,the image is easy to understand.,Strongly agree,,29.919,Neither agree nor disagree,,36.535,Neither agree nor disagree,,14.165,the activities in the fact are not shown in the image,Strongly agree,,138.925,Strongly disagree,,78.239,Strongly agree,,32.978,Most of the journals are in the later phases of the careers.,5,2,530395,6
Prolific,Yes,3/29/2022 15:55:42,428,Strongly disagree,,14.487,Strongly disagree,,35.395,Strongly disagree,,12.009,It can not be stated why assistant professor track began and hard to say what one other side of the tree may represent,Neither agree nor disagree,,43.719,Agree,,29.794,Disagree,,10.794,"Judging by how far down the line professor is attained, it is easy to assess that those who go the professor track doesn't always go into publications",Strongly agree,,26.791,Neither agree nor disagree,,22.396,Somewhat agree,,25.315,the assistant professor is spelled out and the number of conferences and journals tend to appear later in the track,5,3,492560,5c670a430d80fd00014264f9
Prolific,Yes,3/29/2022 16:00:36,708,Agree,,24.579,Neither agree nor disagree,,11.779,Agree,,11.918,The image is clearly illustrating the activities.,Agree,,32.828,Neither agree nor disagree,,11.862,Somewhat agree,,16.381,The image shows well.,Somewhat agree,,110.28,Agree,,25.099,Somewhat agree,,59.483,Thee images are visible and easy to understand.,5,3,686153,60e8b06bfb1c78d450ae9f79
Prolific,Yes,4/1/2022 19:10:05,577,Somewhat agree,,131.418,Agree,,16.089,Agree,,83.805,The image appears to be clear and concise. It looks informative and helpful. ,Agree,,34.713,Somewhat agree,,75.246,Somewhat agree,,15.523,The image did a good job describing the overall story.,Agree,,11.277,Agree,,17.481,Agree,,56.19,The image was simple and easy to compare. ,5,3,405929,6029b0e17f3b5d944ab183f1
MTurk,Yes,3/11/2022 13:51:41,883,Strongly agree,,11.499,Strongly disagree,,28.47,Strongly disagree,,11.424,"there are no sign of some information, so is difficult to say",Agree,,16.704,Disagree,,46.351,Strongly disagree,,22.135,"the image is simple, but some informations are difficult to find or is missing",Disagree,,15.402,Agree,,12.574,Agree,,22.596,"some facts is easy to see, but some are very difficult for a common person",5,3,593548,5
MTurk,Yes,3/11/2022 13:57:20,1295,Disagree,,48.531,Disagree,,50.408,Disagree,,13.641,"With regard to the image being easy/difficult to understand, I would give the same answer as with the previous image. It's a single information tree, so that makes it somewhat easy to understand compared to the first image which had 3 information trees. One question asked if 8 professors did not attend any conferences (or something similar). I marked this as unable to be confirmed because the actual number is 9 according to this image. I was unsure if I should mark that question as able to be confirmed or unable to be confirmed though since there were at least 8. It depends on if the question is asking if the number is exactly 8 or at least 8.",Disagree,,19.933,Disagree,,29.262,Disagree,,22.453,"This image appears to be the same as the previous image, except with less information trees shown. Since there is only focus on one information tree in this image, I would say it is slightly easier to understand.",Disagree,,44.125,Disagree,,63.636,Disagree,,54.104,"The questions generally asked about the timeline of things happening, so if I saw something happened further down in the image, then I could  use that to answer the question. For example one question asked if people started out as assistant professors before defending their PHD. We can see in this image, there are no instances where assistant professor is above PHD, so we know that information cannot be confirmed with this image. I would say the image is a bit difficult to understand compared to other methods of displaying the image, but I think the image still does an acceptable job of conveying information once you understand how to read it.",5,3,998325,6
Prolific,Yes,3/17/2022 17:56:17,481,Strongly disagree,,29.691,Agree,,10.989,Strongly disagree,,11.155,This graph does not show any information about assistant professors.,Disagree,,53.788,Strongly disagree,,21.453,Strongly disagree,,27.572,"The visual is very confusing, not self explanatory.",Strongly disagree,,53.577,Somewhat disagree,,53.062,Strongly agree,,11.487,"Again, the visual was hard to interpret.",5,4,137584,622bf8afc17834de1494a913
Prolific,Yes,3/30/2022 2:32:03,507,Disagree,,16.658,Disagree,,31.734,Disagree,,11.112,Some of the activities in the facts were not shown in the image. The activities that were shown had numerical discrepancies to the fact,Disagree,,47.495,Disagree,,22.617,Disagree,,10.943,Most of these activities mentioned were not shown in the image. Those that were had numerical discrepancies with the fact.,Disagree,,164.875,Disagree,,19.768,Disagree,,13.619,Most of these activities mentioned were not shown in the image. Those that were had numerical discrepancies with the fact or the timeline of events did not match,5,4,723407,5e954b384491ad117052cd48
Prolific,Yes,3/30/2022 12:35:31,644,Strongly disagree,,15.131,Strongly disagree,,20.561,Strongly disagree,,11.051,"I find this graph pretty difficult to understand as far as obtaining granular information such as who was an assistant professor, who published in a journal or was in a newspaper, for example.  There is nothing to indicate these accomplishments, only ""conference""",Agree,,42.053,Strongly disagree,,41.519,Strongly disagree,,15.44,"I could not ascertain these data from the image.  I do not see any point that describes being an assistant professor, for example.",Strongly agree,,41.555,Somewhat disagree,,118.926,Strongly agree,,13.762,The linear nature of this graph makes it somewhat difficult to understand.  It is not apparent how to tease out the relevant data points.,5,4,812407,60d2cf988de167c9da56eeb0
