Record,Method,Dataset,Task,Insight,MSP,completionID,Timer,Duration (in seconds),LikertValue,LikertScale
97,Sententree,Trauma,Anomaly detection,Insight1,1,627989,153.874,645,Somewhat disagree,3
103,Sententree,Trauma,Anomaly detection,Insight2,2,209726,11.352,348,Somewhat disagree,3
104,SeqSynopsis,Trauma,Anomaly detection,Insight1,2,837994,122.281,517,Somewhat disagree,3
104,Coreflow,Trauma,Anomaly detection,Insight2,2,837994,13.412,517,Somewhat disagree,3
104,SeqSynopsis,Trauma,Anomaly detection,Insight2,2,837994,31.589,517,Somewhat disagree,3
105,Coreflow,Trauma,Anomaly detection,Insight1,2,686815,59.711,706,Somewhat disagree,3
105,Sententree,Trauma,Anomaly detection,Insight2,2,686815,13.773,706,Somewhat disagree,3
107,SeqSynopsis,Trauma,Anomaly detection,Insight2,3,349052,41.031,783,Somewhat disagree,3
111,Sententree,Trauma,Anomaly detection,Insight2,4,861668,14.334,415,Somewhat disagree,3
111,Coreflow,Trauma,Anomaly detection,Insight3,4,861668,58.736,415,Somewhat disagree,3
113,Sententree,Trauma,Anomaly detection,Insight1,4,749215,81.473,1448,Somewhat disagree,3
114,Sententree,Trauma,Anomaly detection,Insight1,4,117113,55.183,527,Somewhat disagree,3
115,Coreflow,Trauma,Anomaly detection,Insight1,4,324067,19.648,1437,Somewhat disagree,3
115,Sententree,Trauma,Anomaly detection,Insight1,4,324067,34.095,1437,Somewhat disagree,3
115,SeqSynopsis,Trauma,Anomaly detection,Insight1,4,324067,193.45,1437,Somewhat disagree,3
116,Sententree,Trauma,Anomaly detection,Insight1,5,448071,73.59,520,Somewhat disagree,3
117,Coreflow,Trauma,Anomaly detection,Insight2,5,507682,14.092,694,Somewhat disagree,3
118,SeqSynopsis,Trauma,Anomaly detection,Insight3,5,671525,11.252,505,Somewhat disagree,3
119,Sententree,Trauma,Anomaly detection,Insight2,5,981230,13.05,975,Somewhat disagree,3
120,Coreflow,Trauma,Anomaly detection,Insight2,5,651175,18.44,407,Somewhat disagree,3
120,Sententree,Trauma,Anomaly detection,Insight3,5,651175,11.106,407,Somewhat disagree,3
120,SeqSynopsis,Trauma,Anomaly detection,Insight3,5,651175,18.911,407,Somewhat disagree,3
125,SeqSynopsis,VAST,Clustering,Insight2,0,628556,18.904,715,Somewhat disagree,3
126,SeqSynopsis,VAST,Clustering,Insight2,1,930973,22.525,305,Somewhat disagree,3
126,Coreflow,VAST,Clustering,Insight3,1,930973,12.326,305,Somewhat disagree,3
126,Sententree,VAST,Clustering,Insight3,1,930973,15.236,305,Somewhat disagree,3
131,Sententree,VAST,Clustering,Insight1,2,291737,43.453,592,Somewhat disagree,3
134,Sententree,VAST,Clustering,Insight2,2,352685,132.087,1554,Somewhat disagree,3
134,Sententree,VAST,Clustering,Insight3,2,352685,120.267,1554,Somewhat disagree,3
135,Sententree,VAST,Clustering,Insight1,2,585283,243.698,1004,Somewhat disagree,3
135,SeqSynopsis,VAST,Clustering,Insight1,2,585283,40.359,1004,Somewhat disagree,3
135,SeqSynopsis,VAST,Clustering,Insight3,2,585283,11.205,1004,Somewhat disagree,3
136,SeqSynopsis,VAST,Clustering,Insight1,3,861520,35.159,523,Somewhat disagree,3
142,SeqSynopsis,VAST,Clustering,Insight2,4,523993,132.637,796,Somewhat disagree,3
154,Coreflow,Workflow,Clustering,Insight1,0,697353,41.201,1296,Somewhat disagree,3
155,Sententree,Workflow,Clustering,Insight1,0,625388,72.898,3517,Somewhat disagree,3
155,Sententree,Workflow,Clustering,Insight2,0,625388,69.737,3517,Somewhat disagree,3
157,Coreflow,Workflow,Clustering,Insight2,1,783946,102.846,2238,Somewhat disagree,3
157,Sententree,Workflow,Clustering,Insight2,1,783946,111.819,2238,Somewhat disagree,3
157,Sententree,Workflow,Clustering,Insight3,1,783946,66.597,2238,Somewhat disagree,3
157,SeqSynopsis,Workflow,Clustering,Insight3,1,783946,157.452,2238,Somewhat disagree,3
163,Sententree,Workflow,Clustering,Insight3,2,808965,26.901,1446,Somewhat disagree,3
163,SeqSynopsis,Workflow,Clustering,Insight3,2,808965,100.507,1446,Somewhat disagree,3
165,Coreflow,Workflow,Clustering,Insight2,2,498692,15.041,5888,Somewhat disagree,3
165,SeqSynopsis,Workflow,Clustering,Insight2,2,498692,40.168,5888,Somewhat disagree,3
165,Sententree,Workflow,Clustering,Insight3,2,498692,37.493,5888,Somewhat disagree,3
167,Coreflow,Workflow,Clustering,Insight2,3,275849,113.775,1372,Somewhat disagree,3
170,Coreflow,Workflow,Clustering,Insight3,3,162851,12.877,2492,Somewhat disagree,3
170,Sententree,Workflow,Clustering,Insight3,3,162851,13.156,2492,Somewhat disagree,3
171,SeqSynopsis,Workflow,Clustering,Insight1,4,912559,47.829,323,Somewhat disagree,3
173,Coreflow,Workflow,Clustering,Insight2,4,772959,44.685,1245,Somewhat disagree,3
173,SeqSynopsis,Workflow,Clustering,Insight2,4,772959,93.877,1245,Somewhat disagree,3
173,Coreflow,Workflow,Clustering,Insight3,4,772959,64.124,1245,Somewhat disagree,3
173,SeqSynopsis,Workflow,Clustering,Insight3,4,772959,133.742,1245,Somewhat disagree,3
179,Coreflow,Workflow,Clustering,Insight2,5,679103,25.575,382,Somewhat disagree,3
179,Coreflow,Workflow,Clustering,Insight3,5,679103,21.186,382,Somewhat disagree,3
180,Sententree,Workflow,Clustering,Insight3,5,627801,14.692,659,Somewhat disagree,3
5,SeqSynopsis,Basketball,Common pattern,Insight2,0,271356,121.8,1151,Strongly agree,7
7,SeqSynopsis,Basketball,Common pattern,Insight1,1,192867,268.788,1144,Strongly agree,7
9,Sententree,Basketball,Common pattern,Insight2,1,199690,104.724,859,Strongly agree,7
11,SeqSynopsis,Basketball,Common pattern,Insight1,2,508868,33.55,420,Strongly agree,7
19,SeqSynopsis,Basketball,Common pattern,Insight2,3,305085,81.76,897,Strongly agree,7
20,SeqSynopsis,Basketball,Common pattern,Insight2,3,286921,10.996,616,Strongly agree,7
23,SeqSynopsis,Basketball,Common pattern,Insight1,4,765509,10.844,389,Strongly agree,7
25,SeqSynopsis,Basketball,Common pattern,Insight1,4,834426,111.435,1582,Strongly agree,7
26,SeqSynopsis,Basketball,Common pattern,Insight2,5,336299,54.633,1035,Strongly agree,7
27,Sententree,Basketball,Common pattern,Insight1,5,855937,13.202,299,Strongly agree,7
28,Sententree,Basketball,Common pattern,Insight1,5,604998,21.589,516,Strongly agree,7
28,SeqSynopsis,Basketball,Common pattern,Insight1,5,604998,46.696,516,Strongly agree,7
28,SeqSynopsis,Basketball,Common pattern,Insight2,5,604998,14.746,516,Strongly agree,7
29,Sententree,Basketball,Common pattern,Insight1,5,602464,76.089,1482,Strongly agree,7
29,SeqSynopsis,Basketball,Common pattern,Insight1,5,602464,182.172,1482,Strongly agree,7
29,SeqSynopsis,Basketball,Common pattern,Insight2,5,602464,114.505,1482,Strongly agree,7
30,SeqSynopsis,Basketball,Common pattern,Insight1,5,283152,52.517,1253,Strongly agree,7
32,Coreflow,Career,Anomaly detection,Insight2,0,394445,34.939,467,Strongly agree,7
35,Coreflow,Career,Anomaly detection,Insight1,0,774065,25.194,2487,Strongly agree,7
35,Sententree,Career,Anomaly detection,Insight3,0,774065,53.371,2487,Strongly agree,7
38,Sententree,Career,Anomaly detection,Insight3,1,738856,13.195,496,Strongly agree,7
44,Sententree,Career,Anomaly detection,Insight1,2,138634,81.673,951,Strongly agree,7
45,Coreflow,Career,Anomaly detection,Insight1,2,530395,38.878,701,Strongly agree,7
45,Sententree,Career,Anomaly detection,Insight1,2,530395,29.919,701,Strongly agree,7
45,SeqSynopsis,Career,Anomaly detection,Insight1,2,530395,138.925,701,Strongly agree,7
45,Coreflow,Career,Anomaly detection,Insight2,2,530395,28.468,701,Strongly agree,7
45,Coreflow,Career,Anomaly detection,Insight3,2,530395,11.564,701,Strongly agree,7
45,SeqSynopsis,Career,Anomaly detection,Insight3,2,530395,32.978,701,Strongly agree,7
46,SeqSynopsis,Career,Anomaly detection,Insight1,3,492560,26.791,428,Strongly agree,7
49,Coreflow,Career,Anomaly detection,Insight1,3,593548,11.499,883,Strongly agree,7
51,SeqSynopsis,Career,Anomaly detection,Insight3,4,137584,11.487,481,Strongly agree,7
52,SeqSynopsis,Career,Anomaly detection,Insight1,4,812407,41.555,644,Strongly agree,7
52,SeqSynopsis,Career,Anomaly detection,Insight3,4,812407,13.762,644,Strongly agree,7
54,SeqSynopsis,Career,Anomaly detection,Insight3,4,504413,29.254,1927,Strongly agree,7
56,SeqSynopsis,Career,Anomaly detection,Insight1,5,177991,48.307,915,Strongly agree,7
56,SeqSynopsis,Career,Anomaly detection,Insight3,5,177991,18.215,915,Strongly agree,7
57,SeqSynopsis,Career,Anomaly detection,Insight1,5,966058,14.898,1026,Strongly agree,7
57,SeqSynopsis,Career,Anomaly detection,Insight2,5,966058,28.991,1026,Strongly agree,7
57,SeqSynopsis,Career,Anomaly detection,Insight3,5,966058,42.571,1026,Strongly agree,7
59,Sententree,Career,Anomaly detection,Insight1,5,101043,51.539,1896,Strongly agree,7
61,Coreflow,Emergency,Common pattern,Insight1,0,748611,61.468,1777,Strongly agree,7
61,Sententree,Emergency,Common pattern,Insight1,0,748611,102.964,1777,Strongly agree,7
61,SeqSynopsis,Emergency,Common pattern,Insight1,0,748611,60.653,1777,Strongly agree,7
62,Coreflow,Emergency,Common pattern,Insight1,0,392479,55.097,1682,Strongly agree,7
62,Sententree,Emergency,Common pattern,Insight1,0,392479,174.334,1682,Strongly agree,7
62,SeqSynopsis,Emergency,Common pattern,Insight1,0,392479,88.816,1682,Strongly agree,7
63,Coreflow,Emergency,Common pattern,Insight1,0,124322,27.746,6092,Strongly agree,7
63,Sententree,Emergency,Common pattern,Insight1,0,124322,14.159,6092,Strongly agree,7
63,SeqSynopsis,Emergency,Common pattern,Insight1,0,124322,49.098,6092,Strongly agree,7
64,Coreflow,Emergency,Common pattern,Insight1,0,345699,22.176,664,Strongly agree,7
64,Sententree,Emergency,Common pattern,Insight1,0,345699,11.212,664,Strongly agree,7
64,SeqSynopsis,Emergency,Common pattern,Insight1,0,345699,23.166,664,Strongly agree,7
64,SeqSynopsis,Emergency,Common pattern,Insight2,0,345699,17.733,664,Strongly agree,7
65,Coreflow,Emergency,Common pattern,Insight1,0,386402,81.802,1867,Strongly agree,7
65,Sententree,Emergency,Common pattern,Insight1,0,386402,12.263,1867,Strongly agree,7
65,SeqSynopsis,Emergency,Common pattern,Insight1,0,386402,50.274,1867,Strongly agree,7
65,SeqSynopsis,Emergency,Common pattern,Insight2,0,386402,22.214,1867,Strongly agree,7
66,Coreflow,Emergency,Common pattern,Insight1,1,747614,72.601,839,Strongly agree,7
66,Sententree,Emergency,Common pattern,Insight1,1,747614,27.034,839,Strongly agree,7
66,SeqSynopsis,Emergency,Common pattern,Insight1,1,747614,80.943,839,Strongly agree,7
66,SeqSynopsis,Emergency,Common pattern,Insight2,1,747614,115.66,839,Strongly agree,7
66,SeqSynopsis,Emergency,Common pattern,Insight3,1,747614,29.767,839,Strongly agree,7
67,Sententree,Emergency,Common pattern,Insight1,1,356752,10.883,431,Strongly agree,7
67,SeqSynopsis,Emergency,Common pattern,Insight1,1,356752,24.685,431,Strongly agree,7
68,Coreflow,Emergency,Common pattern,Insight1,1,571834,23.156,418,Strongly agree,7
68,Sententree,Emergency,Common pattern,Insight1,1,571834,12.368,418,Strongly agree,7
68,SeqSynopsis,Emergency,Common pattern,Insight1,1,571834,15.946,418,Strongly agree,7
68,Coreflow,Emergency,Common pattern,Insight2,1,571834,163.691,418,Strongly agree,7
68,Sententree,Emergency,Common pattern,Insight2,1,571834,11.029,418,Strongly agree,7
68,SeqSynopsis,Emergency,Common pattern,Insight2,1,571834,15.634,418,Strongly agree,7
69,Coreflow,Emergency,Common pattern,Insight1,1,642069,29.631,2848,Strongly agree,7
69,Sententree,Emergency,Common pattern,Insight1,1,642069,64.945,2848,Strongly agree,7
69,SeqSynopsis,Emergency,Common pattern,Insight1,1,642069,284.796,2848,Strongly agree,7
69,Coreflow,Emergency,Common pattern,Insight2,1,642069,31.417,2848,Strongly agree,7
69,Sententree,Emergency,Common pattern,Insight2,1,642069,117.104,2848,Strongly agree,7
69,SeqSynopsis,Emergency,Common pattern,Insight2,1,642069,87.837,2848,Strongly agree,7
70,Coreflow,Emergency,Common pattern,Insight1,1,116126,16.383,1854,Strongly agree,7
70,Sententree,Emergency,Common pattern,Insight1,1,116126,21.135,1854,Strongly agree,7
70,SeqSynopsis,Emergency,Common pattern,Insight1,1,116126,48.867,1854,Strongly agree,7
71,Coreflow,Emergency,Common pattern,Insight1,2,673442,72.044,930,Strongly agree,7
71,Sententree,Emergency,Common pattern,Insight1,2,673442,12.543,930,Strongly agree,7
71,SeqSynopsis,Emergency,Common pattern,Insight1,2,673442,47.086,930,Strongly agree,7
71,SeqSynopsis,Emergency,Common pattern,Insight2,2,673442,22.649,930,Strongly agree,7
72,Coreflow,Emergency,Common pattern,Insight1,2,475999,13.407,897,Strongly agree,7
72,Sententree,Emergency,Common pattern,Insight1,2,475999,15.212,897,Strongly agree,7
72,SeqSynopsis,Emergency,Common pattern,Insight1,2,475999,35.859,897,Strongly agree,7
74,Sententree,Emergency,Common pattern,Insight1,2,788696,257.804,11806,Strongly agree,7
74,SeqSynopsis,Emergency,Common pattern,Insight1,2,788696,1638.714,11806,Strongly agree,7
74,SeqSynopsis,Emergency,Common pattern,Insight2,2,788696,33.695,11806,Strongly agree,7
75,Coreflow,Emergency,Common pattern,Insight1,2,105647,68.099,2429,Strongly agree,7
75,Sententree,Emergency,Common pattern,Insight1,2,105647,50.724,2429,Strongly agree,7
75,SeqSynopsis,Emergency,Common pattern,Insight1,2,105647,83.658,2429,Strongly agree,7
77,Coreflow,Emergency,Common pattern,Insight1,3,409931,25.382,582,Strongly agree,7
77,SeqSynopsis,Emergency,Common pattern,Insight1,3,409931,34.158,582,Strongly agree,7
78,Coreflow,Emergency,Common pattern,Insight1,3,376665,21.913,552,Strongly agree,7
78,SeqSynopsis,Emergency,Common pattern,Insight1,3,376665,80.11,552,Strongly agree,7
79,Coreflow,Emergency,Common pattern,Insight1,3,405658,41.114,1073,Strongly agree,7
79,Sententree,Emergency,Common pattern,Insight1,3,405658,387.868,1073,Strongly agree,7
79,SeqSynopsis,Emergency,Common pattern,Insight1,3,405658,131.021,1073,Strongly agree,7
79,SeqSynopsis,Emergency,Common pattern,Insight2,3,405658,11.237,1073,Strongly agree,7
79,Coreflow,Emergency,Common pattern,Insight3,3,405658,28.543,1073,Strongly agree,7
79,Sententree,Emergency,Common pattern,Insight3,3,405658,12.061,1073,Strongly agree,7
79,SeqSynopsis,Emergency,Common pattern,Insight3,3,405658,12.75,1073,Strongly agree,7
80,Coreflow,Emergency,Common pattern,Insight1,3,315142,84.656,1289,Strongly agree,7
81,Coreflow,Emergency,Common pattern,Insight1,4,611263,20.576,556,Strongly agree,7
81,Sententree,Emergency,Common pattern,Insight1,4,611263,50.764,556,Strongly agree,7
81,Coreflow,Emergency,Common pattern,Insight2,4,611263,13.797,556,Strongly agree,7
81,Sententree,Emergency,Common pattern,Insight2,4,611263,21.161,556,Strongly agree,7
82,Coreflow,Emergency,Common pattern,Insight1,4,107733,11.901,544,Strongly agree,7
83,Coreflow,Emergency,Common pattern,Insight1,4,393258,41.678,1573,Strongly agree,7
83,Sententree,Emergency,Common pattern,Insight1,4,393258,163.65,1573,Strongly agree,7
84,Coreflow,Emergency,Common pattern,Insight1,4,931350,28.51,4696,Strongly agree,7
84,Sententree,Emergency,Common pattern,Insight1,4,931350,12.366,4696,Strongly agree,7
84,Coreflow,Emergency,Common pattern,Insight2,4,931350,28.442,4696,Strongly agree,7
84,Sententree,Emergency,Common pattern,Insight2,4,931350,11.334,4696,Strongly agree,7
85,Sententree,Emergency,Common pattern,Insight1,4,383569,11.464,1201,Strongly agree,7
85,SeqSynopsis,Emergency,Common pattern,Insight1,4,383569,17.813,1201,Strongly agree,7
85,Sententree,Emergency,Common pattern,Insight2,4,383569,15.87,1201,Strongly agree,7
86,Coreflow,Emergency,Common pattern,Insight1,5,814102,15.002,617,Strongly agree,7
86,Sententree,Emergency,Common pattern,Insight1,5,814102,13.918,617,Strongly agree,7
86,SeqSynopsis,Emergency,Common pattern,Insight1,5,814102,33.978,617,Strongly agree,7
87,Coreflow,Emergency,Common pattern,Insight1,5,424794,10.663,349,Strongly agree,7
87,Sententree,Emergency,Common pattern,Insight1,5,424794,21.745,349,Strongly agree,7
87,SeqSynopsis,Emergency,Common pattern,Insight1,5,424794,11.578,349,Strongly agree,7
87,SeqSynopsis,Emergency,Common pattern,Insight2,5,424794,11.15,349,Strongly agree,7
88,Coreflow,Emergency,Common pattern,Insight1,5,110751,34.728,536,Strongly agree,7
88,Sententree,Emergency,Common pattern,Insight1,5,110751,176.402,536,Strongly agree,7
88,SeqSynopsis,Emergency,Common pattern,Insight1,5,110751,11.315,536,Strongly agree,7
88,Coreflow,Emergency,Common pattern,Insight2,5,110751,11.331,536,Strongly agree,7
88,Sententree,Emergency,Common pattern,Insight2,5,110751,11.393,536,Strongly agree,7
88,SeqSynopsis,Emergency,Common pattern,Insight2,5,110751,11.682,536,Strongly agree,7
89,Coreflow,Emergency,Common pattern,Insight1,5,301282,25.601,808,Strongly agree,7
89,Sententree,Emergency,Common pattern,Insight1,5,301282,11.222,808,Strongly agree,7
89,SeqSynopsis,Emergency,Common pattern,Insight1,5,301282,40.611,808,Strongly agree,7
90,Coreflow,Emergency,Common pattern,Insight1,5,485249,55.697,1267,Strongly agree,7
90,Sententree,Emergency,Common pattern,Insight1,5,485249,15.72,1267,Strongly agree,7
90,SeqSynopsis,Emergency,Common pattern,Insight2,5,485249,21.336,1267,Strongly agree,7
99,SeqSynopsis,Trauma,Anomaly detection,Insight1,1,504608,68.023,1236,Strongly agree,7
99,SeqSynopsis,Trauma,Anomaly detection,Insight2,1,504608,58.564,1236,Strongly agree,7
99,Sententree,Trauma,Anomaly detection,Insight3,1,504608,112.188,1236,Strongly agree,7
99,SeqSynopsis,Trauma,Anomaly detection,Insight3,1,504608,79.546,1236,Strongly agree,7
106,SeqSynopsis,Trauma,Anomaly detection,Insight2,3,147010,16.646,509,Strongly agree,7
108,SeqSynopsis,Trauma,Anomaly detection,Insight2,3,379039,37.94,795,Strongly agree,7
114,SeqSynopsis,Trauma,Anomaly detection,Insight2,4,117113,11.588,527,Strongly agree,7
115,SeqSynopsis,Trauma,Anomaly detection,Insight2,4,324067,29.875,1437,Strongly agree,7
122,SeqSynopsis,VAST,Clustering,Insight1,0,655286,78.86,921,Strongly agree,7
127,SeqSynopsis,VAST,Clustering,Insight1,1,789883,33.35,527,Strongly agree,7
127,SeqSynopsis,VAST,Clustering,Insight2,1,789883,34.67,527,Strongly agree,7
127,SeqSynopsis,VAST,Clustering,Insight3,1,789883,30.194,527,Strongly agree,7
129,SeqSynopsis,VAST,Clustering,Insight1,1,778227,125.432,1215,Strongly agree,7
130,SeqSynopsis,VAST,Clustering,Insight2,1,794252,54.109,523,Strongly agree,7
131,SeqSynopsis,VAST,Clustering,Insight1,2,291737,48.314,592,Strongly agree,7
131,Sententree,VAST,Clustering,Insight2,2,291737,13.005,592,Strongly agree,7
131,SeqSynopsis,VAST,Clustering,Insight2,2,291737,23.514,592,Strongly agree,7
131,SeqSynopsis,VAST,Clustering,Insight3,2,291737,30.249,592,Strongly agree,7
135,Coreflow,VAST,Clustering,Insight2,2,585283,11.888,1004,Strongly agree,7
137,SeqSynopsis,VAST,Clustering,Insight1,3,334343,53.523,805,Strongly agree,7
142,SeqSynopsis,VAST,Clustering,Insight1,4,523993,100.827,796,Strongly agree,7
142,SeqSynopsis,VAST,Clustering,Insight3,4,523993,43.295,796,Strongly agree,7
147,SeqSynopsis,VAST,Clustering,Insight1,5,107112,101.581,1084,Strongly agree,7
147,SeqSynopsis,VAST,Clustering,Insight3,5,107112,47.049,1084,Strongly agree,7
148,SeqSynopsis,VAST,Clustering,Insight1,5,449611,40.99,1003,Strongly agree,7
148,SeqSynopsis,VAST,Clustering,Insight3,5,449611,52.568,1003,Strongly agree,7
150,SeqSynopsis,VAST,Clustering,Insight1,5,502455,81.373,2859,Strongly agree,7
150,SeqSynopsis,VAST,Clustering,Insight2,5,502455,179.849,2859,Strongly agree,7
150,SeqSynopsis,VAST,Clustering,Insight3,5,502455,54.764,2859,Strongly agree,7
153,Coreflow,Workflow,Clustering,Insight1,0,359580,157.729,2132,Strongly agree,7
156,Sententree,Workflow,Clustering,Insight1,1,818302,16.697,522,Strongly agree,7
159,Sententree,Workflow,Clustering,Insight2,1,861482,158.62,3274,Strongly agree,7
161,SeqSynopsis,Workflow,Clustering,Insight1,2,564587,56.238,953,Strongly agree,7
161,Coreflow,Workflow,Clustering,Insight2,2,564587,42.364,953,Strongly agree,7
161,SeqSynopsis,Workflow,Clustering,Insight2,2,564587,98.338,953,Strongly agree,7
161,SeqSynopsis,Workflow,Clustering,Insight3,2,564587,91.322,953,Strongly agree,7
164,SeqSynopsis,Workflow,Clustering,Insight3,2,985874,31.518,657,Strongly agree,7
166,Coreflow,Workflow,Clustering,Insight1,3,582184,24.005,624,Strongly agree,7
166,Sententree,Workflow,Clustering,Insight1,3,582184,11.85,624,Strongly agree,7
166,Coreflow,Workflow,Clustering,Insight2,3,582184,19.33,624,Strongly agree,7
166,Sententree,Workflow,Clustering,Insight2,3,582184,12.076,624,Strongly agree,7
166,SeqSynopsis,Workflow,Clustering,Insight2,3,582184,77.191,624,Strongly agree,7
166,Coreflow,Workflow,Clustering,Insight3,3,582184,11.312,624,Strongly agree,7
166,Sententree,Workflow,Clustering,Insight3,3,582184,11.3,624,Strongly agree,7
167,Coreflow,Workflow,Clustering,Insight1,3,275849,20.879,1372,Strongly agree,7
168,Coreflow,Workflow,Clustering,Insight3,3,297467,23.03,503,Strongly agree,7
168,Sententree,Workflow,Clustering,Insight3,3,297467,12.489,503,Strongly agree,7
169,Sententree,Workflow,Clustering,Insight1,3,174663,15.492,427,Strongly agree,7
169,SeqSynopsis,Workflow,Clustering,Insight1,3,174663,37.861,427,Strongly agree,7
169,Sententree,Workflow,Clustering,Insight2,3,174663,11.251,427,Strongly agree,7
176,Coreflow,Workflow,Clustering,Insight1,5,735037,20.339,560,Strongly agree,7
176,Coreflow,Workflow,Clustering,Insight3,5,735037,11.043,560,Strongly agree,7
176,Sententree,Workflow,Clustering,Insight3,5,735037,13.036,560,Strongly agree,7
176,SeqSynopsis,Workflow,Clustering,Insight3,5,735037,34.696,560,Strongly agree,7
179,Coreflow,Workflow,Clustering,Insight1,5,679103,19.436,382,Strongly agree,7
179,Sententree,Workflow,Clustering,Insight2,5,679103,16.758,382,Strongly agree,7
179,SeqSynopsis,Workflow,Clustering,Insight2,5,679103,20.022,382,Strongly agree,7
179,SeqSynopsis,Workflow,Clustering,Insight3,5,679103,22.49,382,Strongly agree,7
1,Coreflow,Basketball,Common pattern,Insight1,0,988454,36.903,407,Strongly disagree,1
1,Coreflow,Basketball,Common pattern,Insight2,0,988454,14.049,407,Strongly disagree,1
1,Coreflow,Basketball,Common pattern,Insight3,0,988454,12.349,407,Strongly disagree,1
1,SeqSynopsis,Basketball,Common pattern,Insight3,0,988454,29.01,407,Strongly disagree,1
2,Coreflow,Basketball,Common pattern,Insight1,0,775671,82.957,904,Strongly disagree,1
2,Coreflow,Basketball,Common pattern,Insight2,0,775671,50.567,904,Strongly disagree,1
2,Coreflow,Basketball,Common pattern,Insight3,0,775671,74.226,904,Strongly disagree,1
3,Coreflow,Basketball,Common pattern,Insight3,0,271966,76.77,1439,Strongly disagree,1
5,Coreflow,Basketball,Common pattern,Insight2,0,271356,19.515,1151,Strongly disagree,1
7,Coreflow,Basketball,Common pattern,Insight1,1,192867,117.034,1144,Strongly disagree,1
7,SeqSynopsis,Basketball,Common pattern,Insight2,1,192867,67.207,1144,Strongly disagree,1
7,Coreflow,Basketball,Common pattern,Insight3,1,192867,39.279,1144,Strongly disagree,1
7,SeqSynopsis,Basketball,Common pattern,Insight3,1,192867,86.601,1144,Strongly disagree,1
8,Coreflow,Basketball,Common pattern,Insight1,1,555932,38.23,386,Strongly disagree,1
8,SeqSynopsis,Basketball,Common pattern,Insight1,1,555932,20.02,386,Strongly disagree,1
8,Coreflow,Basketball,Common pattern,Insight2,1,555932,14.629,386,Strongly disagree,1
8,Sententree,Basketball,Common pattern,Insight3,1,555932,22.453,386,Strongly disagree,1
8,SeqSynopsis,Basketball,Common pattern,Insight3,1,555932,21.552,386,Strongly disagree,1
9,Coreflow,Basketball,Common pattern,Insight2,1,199690,22.887,859,Strongly disagree,1
11,Coreflow,Basketball,Common pattern,Insight1,2,508868,11.541,420,Strongly disagree,1
11,Sententree,Basketball,Common pattern,Insight1,2,508868,19.72,420,Strongly disagree,1
11,Coreflow,Basketball,Common pattern,Insight2,2,508868,12.579,420,Strongly disagree,1
11,Sententree,Basketball,Common pattern,Insight2,2,508868,10.688,420,Strongly disagree,1
11,Coreflow,Basketball,Common pattern,Insight3,2,508868,10.577,420,Strongly disagree,1
11,Sententree,Basketball,Common pattern,Insight3,2,508868,10.802,420,Strongly disagree,1
12,SeqSynopsis,Basketball,Common pattern,Insight2,2,690096,23.78,491,Strongly disagree,1
13,Sententree,Basketball,Common pattern,Insight2,2,640398,45.531,881,Strongly disagree,1
14,SeqSynopsis,Basketball,Common pattern,Insight2,2,377131,39.413,511,Strongly disagree,1
15,Coreflow,Basketball,Common pattern,Insight1,2,495783,143.785,2271,Strongly disagree,1
15,SeqSynopsis,Basketball,Common pattern,Insight1,2,495783,183.685,2271,Strongly disagree,1
15,Coreflow,Basketball,Common pattern,Insight2,2,495783,57.373,2271,Strongly disagree,1
15,Sententree,Basketball,Common pattern,Insight2,2,495783,37.619,2271,Strongly disagree,1
15,Coreflow,Basketball,Common pattern,Insight3,2,495783,74.406,2271,Strongly disagree,1
15,Sententree,Basketball,Common pattern,Insight3,2,495783,43.776,2271,Strongly disagree,1
15,SeqSynopsis,Basketball,Common pattern,Insight3,2,495783,124.739,2271,Strongly disagree,1
16,Coreflow,Basketball,Common pattern,Insight2,3,643146,41.581,479,Strongly disagree,1
16,SeqSynopsis,Basketball,Common pattern,Insight2,3,643146,20.276,479,Strongly disagree,1
17,Coreflow,Basketball,Common pattern,Insight1,3,988075,13.481,352,Strongly disagree,1
17,Sententree,Basketball,Common pattern,Insight1,3,988075,20.005,352,Strongly disagree,1
17,Coreflow,Basketball,Common pattern,Insight2,3,988075,10.613,352,Strongly disagree,1
17,Sententree,Basketball,Common pattern,Insight2,3,988075,10.923,352,Strongly disagree,1
17,SeqSynopsis,Basketball,Common pattern,Insight2,3,988075,11.65,352,Strongly disagree,1
17,Coreflow,Basketball,Common pattern,Insight3,3,988075,10.379,352,Strongly disagree,1
17,Sententree,Basketball,Common pattern,Insight3,3,988075,18.565,352,Strongly disagree,1
18,Coreflow,Basketball,Common pattern,Insight1,3,795497,67.779,721,Strongly disagree,1
18,Sententree,Basketball,Common pattern,Insight2,3,795497,18.521,721,Strongly disagree,1
19,SeqSynopsis,Basketball,Common pattern,Insight1,3,305085,99.515,897,Strongly disagree,1
19,SeqSynopsis,Basketball,Common pattern,Insight3,3,305085,40.184,897,Strongly disagree,1
20,Coreflow,Basketball,Common pattern,Insight2,3,286921,11.003,616,Strongly disagree,1
20,Sententree,Basketball,Common pattern,Insight2,3,286921,18.446,616,Strongly disagree,1
21,Sententree,Basketball,Common pattern,Insight1,4,202134,26.948,476,Strongly disagree,1
21,Coreflow,Basketball,Common pattern,Insight2,4,202134,15.135,476,Strongly disagree,1
21,Sententree,Basketball,Common pattern,Insight2,4,202134,22.168,476,Strongly disagree,1
